similarity,topK,shrink,normalize,time,cutoff,PRECISION,PRECISION_RECALL_MIN_DEN,RECALL,MAP,MAP_MIN_DEN,MRR,NDCG,F1,HIT_RATE,ARHR_ALL_HITS,NOVELTY,AVERAGE_POPULARITY,DIVERSITY_MEAN_INTER_LIST,DIVERSITY_HERFINDAHL,COVERAGE_ITEM,COVERAGE_ITEM_HIT,ITEMS_IN_GT,COVERAGE_USER,COVERAGE_USER_HIT,USERS_IN_GT,DIVERSITY_GINI,SHANNON_ENTROPY,RATIO_DIVERSITY_HERFINDAHL,RATIO_DIVERSITY_GINI,RATIO_SHANNON_ENTROPY,RATIO_AVERAGE_POPULARITY,RATIO_NOVELTY
cosine,5,7,False,2024-12-04 23:44:02,10,0.06780985578949301,0.1036774591394634,0.08949796158019316,0.0336414165550017,0.050482919021121536,0.20518226771775475,0.10033685137544723,0.07715883380346199,0.4184634413740758,0.2594424208836858,0.0034805736131983695,0.1856354356883459,0.9907309463770443,0.9990703095681965,0.46438970646100575,0.16211536948138822,0.9955929802471079,0.9954387732258787,0.41655473472128945,0.9954387732258787,0.0928412693380345,11.73701286315918,0.9991281387187488,0.15258863157242974,0.7951007173267088,2.508675400508975,0.22753463016837977
cosine,5,8,True,2024-12-04 23:44:19,10,0.09710735670309933,0.14528785876928801,0.1234344563601623,0.0513885285745949,0.07503035459778067,0.2726338617794242,0.1414595257900604,0.10869951250270327,0.5207039046467826,0.36773713477183717,0.0038273441161658173,0.07856695372608338,0.9984067509016868,0.9998378684540512,0.7073791348600509,0.2928307232234202,0.9955929802471079,0.9954387732258787,0.5183288560555183,0.9954387732258787,0.2613911614884657,13.588229179382324,0.9998957420331867,0.42960765100518794,0.9205077044465769,1.0617530180846075,0.25020396773009745
cosine,5,8,False,2024-12-04 23:44:37,10,0.06785202260140086,0.10370515760347598,0.08950498036174695,0.03363353983915828,0.05046905661530658,0.2049922493383792,0.10032175668528923,0.07718873435668422,0.4186883310375847,0.2592776245047664,0.003480395234019651,0.18566363056059368,0.990728680537187,0.9990700830239803,0.4624222869284646,0.16180058235618164,0.9955929802471079,0.9954387732258787,0.41677859861204386,0.9954387732258787,0.09260454010859467,11.735116958618164,0.9991279121614195,0.1521995568707268,0.7949722830242062,2.5090564257273886,0.22752296903289754
cosine,5,9,True,2024-12-04 23:44:54,10,0.09730132403787567,0.1455758201667991,0.12366115054448733,0.05144095486187639,0.07511814621358212,0.2729806001430572,0.14166138857522678,0.10890893309162912,0.5211817951817389,0.3681233515342371,0.00382171051412615,0.07955771842934493,0.9983718088251106,0.9998343743354781,0.7025261666797828,0.2918863618478004,0.9955929802471079,0.9954387732258787,0.5188045668233714,0.9954387732258787,0.2576374402284169,13.565221786499023,0.9998922477123636,0.4234382481689372,0.9189491141307438,1.0751422022646022,0.2498356837346805
cosine,5,9,False,2024-12-04 23:45:12,10,0.06788294493013332,0.1037708285086881,0.089578178493399,0.03365535614446209,0.05048855167869449,0.20514968325807675,0.10037394675802268,0.07723596053932748,0.41885699828521633,0.2594586629149395,0.003480720495255145,0.185609922854815,0.9907327933779212,0.9990704942611046,0.464337241940138,0.16211536948138822,0.9955929802471079,0.9954387732258787,0.4169464965301097,0.9954387732258787,0.09293390137981522,11.738142013549805,0.9991283234223475,0.1527408763294851,0.795177209386147,2.508330620334657,0.22754423225073198
cosine,5,10,True,2024-12-04 23:45:30,10,0.09728726843390631,0.1455911586235115,0.12367647443264324,0.05139404372586665,0.07507426402215817,0.2728793774839962,0.14162653081654333,0.10890606948448095,0.5214910184690636,0.36785586000441245,0.0038158539885209163,0.08064257201489129,0.9983338552172396,0.9998305790941231,0.6985388630938328,0.29041735526350304,0.9955929802471079,0.9954387732258787,0.5191123796731587,0.9954387732258787,0.253890144682286,13.541457176208496,0.9998884522513288,0.41727940627073273,0.9173392276196454,1.0898029026482465,0.24945282661520876
cosine,5,10,False,2024-12-04 23:45:47,10,0.06782953363504998,0.1036477861977505,0.08943847587943103,0.03365009644821478,0.05049140168347205,0.20516022496105357,0.10033649659198625,0.0771494485961924,0.41854777499789164,0.2594445515347638,0.003480463650054891,0.18565123150994914,0.990730527221959,0.9990702677168883,0.4624485191888985,0.16164318879357834,0.9955929802471079,0.9954387732258787,0.41663868368032236,0.9954387732258787,0.09264873875572514,11.735554695129395,0.9991280968650181,0.15227219925413105,0.7950019366181945,2.5088888650823735,0.22752744157650842
cosine,5,11,True,2024-12-04 23:46:05,10,0.09716357911897644,0.14536348014969153,0.12350602914247144,0.05133309371874962,0.07495916444661484,0.27278105518765877,0.14146813844601136,0.10876248821756436,0.5214910184690636,0.3675907222304895,0.003810410704450905,0.08168411139228757,0.9982965681165309,0.999826850485988,0.6945777917683167,0.28902704546050734,0.9955929802471079,0.9954387732258787,0.5191123796731587,0.9954387732258787,0.2503099154858161,13.518514633178711,0.9998847234273708,0.4113951451258757,0.9157850304288474,1.1038782552609994,0.24909698422673723
cosine,5,11,False,2024-12-04 23:46:22,10,0.06782391139346235,0.10370224608551089,0.0895222752393971,0.03364304856679594,0.050472322440555044,0.20517750442974272,0.10033011960022357,0.07717696874021378,0.41857588620583025,0.25941999884878236,0.003480566421691674,0.18564357024962289,0.9907305071492986,0.9990702656796202,0.464337241940138,0.16193174365835103,0.9955929802471079,0.9954387732258787,0.4166666666666667,0.9954387732258787,0.09284528832196784,11.737029075622559,0.9991280948276321,0.15259523694591368,0.7951018156079677,2.508785330887805,0.22753416003989
cosine,5,12,True,2024-12-04 23:46:39,10,0.0970567565288098,0.14512842806140805,0.1232883525044929,0.05125115512522919,0.0748216032749017,0.2723660244371202,0.14124970131523482,0.10861114788854355,0.5209287943102915,0.3670094672301537,0.00380501795486646,0.08270278172832775,0.9982580338239757,0.9998229971824912,0.6904855591406311,0.2870858581884001,0.9955929802471079,0.9954387732258787,0.5185527199462726,0.9954387732258787,0.24671937461866866,13.495339393615723,0.9998808699008335,0.4054939363053877,0.9142150696717464,1.117644555880147,0.248744445415998
cosine,5,12,False,2024-12-04 23:46:56,10,0.0677733112191728,0.10358837338287709,0.08940135155996566,0.03361889077635468,0.05045350727141428,0.20507378299664233,0.10027686351097428,0.0770992667081763,0.4184634413740758,0.2592854777946032,0.0034803992303586028,0.1856389567605648,0.990733805387729,0.9990705955424346,0.4613467642506755,0.16135463392880564,0.9955929802471079,0.9954387732258787,0.41655473472128945,0.9954387732258787,0.09249015281464122,11.734426498413086,0.9991284247095399,0.15201155641814704,0.7949255091635362,2.5087229842433314,0.2275232302845205
cosine,5,13,True,2024-12-04 23:47:13,10,0.09698366738816952,0.1450079849216807,0.12316727490697871,0.05120824314320599,0.07475861409411175,0.2719255485813011,0.14111776325507958,0.108518400131771,0.5201979029038878,0.3665660575458869,0.00380020718894096,0.08363469934680726,0.9982252474247022,0.9998197186214384,0.6875213137116025,0.28632512263581755,0.9955929802471079,0.9954387732258787,0.5178251623013208,0.9954387732258787,0.2436285810050531,13.475214958190918,0.9998775911500077,0.40041408365648395,0.9128517796056443,1.1302384811515342,0.24842995247106084
cosine,5,13,False,2024-12-04 23:47:29,10,0.06784640035981321,0.10370272576088446,0.08950557750444224,0.033661502682388315,0.05050378822431016,0.20514877968353565,0.10036136603884206,0.07718531826834006,0.41857588620583025,0.25947917740358956,0.003480635042471785,0.1856241959859879,0.990729650346992,0.999070180056151,0.4633404160436505,0.16174811783531387,0.9955929802471079,0.9954387732258787,0.4166666666666667,0.9954387732258787,0.09286105631896677,11.737622261047363,0.9991280091992067,0.15262115232925408,0.7951419997810847,2.508523507284979,0.2275386459682339
cosine,5,14,True,2024-12-04 23:47:46,10,0.0970455120456346,0.14501812503597278,0.12316724863007308,0.051231709308689824,0.07475177242529524,0.2718577247145282,0.1411223725452303,0.10855709427447344,0.5198605684086245,0.36663519773112574,0.0037955495790281684,0.08452987877185052,0.9981920216396305,0.9998163961281534,0.6838225649904253,0.28503974187455733,0.9955929802471079,0.9954387732258787,0.5174893664651892,0.9954387732258787,0.2406251546837246,13.455166816711426,0.9998742684644071,0.39547782292170763,0.9114936579219367,1.142335926848368,0.2481254717541592
cosine,5,14,False,2024-12-04 23:48:02,10,0.06780985578949301,0.1036774591394634,0.08949796158019316,0.0336414165550017,0.050482919021121536,0.20518226771775475,0.10033685137544723,0.07715883380346199,0.4184634413740758,0.2594424208836858,0.0034805736131983695,0.1856354356883459,0.9907309463770443,0.9990703095681965,0.46438970646100575,0.16211536948138822,0.9955929802471079,0.9954387732258787,0.41655473472128945,0.9954387732258787,0.0928412693380345,11.73701286315918,0.9991281387187488,0.15258863157242974,0.7951007173267088,2.508675400508975,0.22753463016837977
cosine,5,15,True,2024-12-04 23:48:19,10,0.09692463385149858,0.14466831898099736,0.12280982488308813,0.05115928278937941,0.07461409989151715,0.2717467412193768,0.14091346505047114,0.10834256382643885,0.5196919011609928,0.3663354675541012,0.0037911578095776127,0.08537824203979569,0.9981604411805154,0.9998132381879259,0.6811468744261693,0.28357073529025995,0.9955929802471079,0.9954387732258787,0.5173214685471234,0.9954387732258787,0.23800278956803206,13.437244415283203,0.9998711103413885,0.39116785271837184,0.9102795402926951,1.1538006994716428,0.2478383697563943
cosine,5,15,False,2024-12-04 23:48:35,10,0.06787451156775169,0.1037121630949781,0.08949665153775974,0.033653154099840196,0.05048795519200898,0.2051421980912008,0.10036171710109353,0.07720018572909657,0.4188007758693391,0.2594783296052548,0.0034806433957700247,0.18563347555309845,0.9907301309844785,0.9990702280192636,0.46336664830408436,0.16177435009574775,0.9955929802471079,0.9954387732258787,0.4168905305574211,0.9954387732258787,0.09285481185825994,11.737505912780762,0.9991280571650956,0.15261088928868002,0.7951341179979331,2.5086489112610644,0.22753919204621897
cosine,5,16,True,2024-12-04 23:48:51,10,0.09683467798609513,0.144554658227947,0.12269303964861974,0.05113074433570114,0.07458494499123966,0.27185493590421705,0.1408466786984976,0.10824091931096094,0.519185899418098,0.3662357285421256,0.0037867951141888107,0.08627047648114998,0.9981285972479738,0.9998100538505241,0.6774218934445582,0.28197056740379317,0.9955929802471079,0.9954387732258787,0.5168177747929259,0.9954387732258787,0.23513520522810716,13.41801643371582,0.9998679258196679,0.386454854140611,0.908976978719728,1.165858346688687,0.2475531684096783
cosine,5,16,False,2024-12-04 23:49:08,10,0.06785202260140086,0.10370515760347598,0.08950498036174695,0.03363353983915828,0.05046905661530658,0.2049922493383792,0.10032175668528923,0.07718873435668422,0.4186883310375847,0.2592776245047664,0.003480395234019651,0.18566363056059368,0.990728680537187,0.9990700830239803,0.4624222869284646,0.16180058235618164,0.9955929802471079,0.9954387732258787,0.41677859861204386,0.9954387732258787,0.09260454010859467,11.735116958618164,0.9991279121614195,0.1521995568707268,0.7949722830242062,2.5090564257273886,0.22752296903289754
cosine,5,17,True,2024-12-04 23:49:24,10,0.096733477637516,0.14447620341626752,0.12264827094216528,0.05108503908127024,0.07452840811265296,0.2717651919883972,0.1407483017754804,0.10816026265881251,0.5190734545863436,0.3660213024949052,0.00378267697432689,0.08709644878950701,0.9980974806727858,0.9998069422872504,0.6744051834946617,0.28086881246557016,0.9955929802471079,0.9954387732258787,0.5167058428475487,0.9954387732258787,0.23260852529005777,13.400425910949707,0.9998648140762877,0.3823021466548407,0.9077853435539024,1.1770205281105337,0.24728395432757685
cosine,5,17,False,2024-12-04 23:49:41,10,0.067849211480607,0.1036812073005219,0.08948363634251745,0.03364952753091132,0.05048736847501294,0.2050549194836963,0.10033452860417613,0.07717897756586385,0.41840721895819866,0.2593689859305665,0.0034806718219634407,0.18560589979673944,0.9907331744423671,0.9990705323871225,0.46307809343931167,0.1619579759187849,0.9955929802471079,0.9954387732258787,0.41649876874860087,0.9954387732258787,0.09281308468493796,11.737593650817871,0.9991283615505722,0.15254230887910586,0.7951400616376868,2.50827625276851,0.22754105034434016
cosine,5,18,True,2024-12-04 23:49:57,10,0.09651139909480103,0.14426070646588723,0.12251248523432458,0.05099649993150496,0.07441411098850312,0.2713712781095368,0.14051461731672266,0.107968602536317,0.5183144519720012,0.3654259249591509,0.003778729668833551,0.08785054389450406,0.9980678973643708,0.9998039840429556,0.6700243960022035,0.278901392933029,0.9955929802471079,0.9954387732258787,0.5159503022162525,0.9954387732258787,0.2299533419871885,13.382287979125977,0.9998618556607609,0.3779382383450175,0.9065566252443964,1.1872113617330882,0.2470259081560542
cosine,5,18,False,2024-12-04 23:50:13,10,0.06788294493013332,0.1037708285086881,0.089578178493399,0.03365535614446209,0.05048855167869449,0.20514968325807675,0.10037394675802268,0.07723596053932748,0.41885699828521633,0.2594586629149395,0.003480720495255145,0.185609922854815,0.9907327933779212,0.9990704942611046,0.464337241940138,0.16211536948138822,0.9955929802471079,0.9954387732258787,0.4169464965301097,0.9954387732258787,0.09293390137981522,11.738142013549805,0.9991283234223475,0.1527408763294851,0.795177209386147,2.508330620334657,0.22754423225073198
cosine,5,19,True,2024-12-04 23:50:30,10,0.09646642116209925,0.14422109420422446,0.12249083458419878,0.05092911669676162,0.07430331419313543,0.2710707112894189,0.1403890317230125,0.10793204725937593,0.5184268968037556,0.36500261701960873,0.0037746916425773916,0.08866219526351032,0.9980372969884697,0.9998009241098771,0.6673749376983815,0.27821935416174814,0.9955929802471079,0.9954387732258787,0.5160622341616298,0.9954387732258787,0.22742178178062278,13.364593505859375,0.9998587955505644,0.37377750992739306,0.9053579481575583,1.1981800101253806,0.24676193131978752
cosine,5,19,False,2024-12-04 23:50:46,10,0.06783234475584383,0.10369022073544827,0.08949772912743195,0.03364223088761263,0.05049118610843501,0.2050958257533434,0.10033830017385259,0.07717330408858877,0.41857588620583025,0.25937525517614635,0.00348046570196262,0.1856399846363652,0.9907337593944674,0.9990705908858217,0.4626583772723696,0.16190551139791715,0.9955929802471079,0.9954387732258787,0.4166666666666667,0.9954387732258787,0.09263393218239,11.735553741455078,0.9991284200526576,0.1522478640120604,0.7950018720134145,2.5087368749465027,0.2275275757153367
cosine,5,20,True,2024-12-04 23:51:03,10,0.09641300986701584,0.14415908221814094,0.12242669318017307,0.05089426995415905,0.07423324657353363,0.2708338632072953,0.14027578504754554,0.10787371590447577,0.5180895623084923,0.36465025641438864,0.00377062024183797,0.08950661196646348,0.9980051374251947,0.9997977082239231,0.6643057632276174,0.27659295401484746,0.9955929802471079,0.9954387732258787,0.5157264383254981,0.9954387732258787,0.22482580692598547,13.346166610717773,0.9998555794784655,0.3695109132566465,0.9041096545997332,1.209591448909266,0.24649577270213935
cosine,5,20,False,2024-12-04 23:51:19,10,0.06782953363504998,0.1036477861977505,0.08943847587943103,0.03365009644821478,0.05049140168347205,0.20516022496105357,0.10033649659198625,0.0771494485961924,0.41854777499789164,0.2594445515347638,0.003480463650054891,0.18565123150994914,0.990730527221959,0.9990702677168883,0.4624485191888985,0.16164318879357834,0.9955929802471079,0.9954387732258787,0.41663868368032236,0.9954387732258787,0.09264873875572514,11.735554695129395,0.9991280968650181,0.15227219925413105,0.7950019366181945,2.5088888650823735,0.22752744157650842
cosine,5,50,True,2024-12-04 23:51:35,10,0.09298625361930037,0.13941708956185903,0.11848213127725199,0.048699930257430094,0.07126188025224714,0.26286744806900625,0.13543529171286195,0.10419722563910698,0.5069856351727434,0.35168759836135294,0.0036930526293325896,0.10694034409648373,0.9972639351514104,0.9997235900955275,0.5975184281629548,0.24820964822538757,0.9955929802471079,0.9954387732258787,0.5046731587194986,0.9954387732258787,0.17793235430475707,12.973423957824707,0.9997814570598929,0.2924395007673685,0.8788589409685167,1.445190728602127,0.2414249654198197
cosine,5,50,False,2024-12-04 23:51:52,10,0.06786326708457628,0.10375406218109615,0.08955886105952088,0.03365357465243516,0.050493279283214315,0.20506597432777066,0.10035947982829195,0.07721604299885232,0.4187726646614005,0.2594028643982296,0.003480340304689858,0.18568952346913017,0.9907233720297035,0.9990695521701127,0.46195010624065475,0.16193174365835103,0.9955929802471079,0.9954387732258787,0.41686254757107677,0.9954387732258787,0.09255787529694427,11.734526634216309,0.9991273812768245,0.15212286123953725,0.794932292665429,2.5094063422314887,0.22751937815216097
cosine,5,100,True,2024-12-04 23:52:08,10,0.08830292637672989,0.13243960887046616,0.11270961699082897,0.04593073532226664,0.06736025950582968,0.2530170465472516,0.1289337213178057,0.09902455681973954,0.4917493604700194,0.3353668780361908,0.003630737161516672,0.12393536210199954,0.9964015186639913,0.9996373508765828,0.5426405393352746,0.22234463943758034,0.9955929802471079,0.9954387732258787,0.4895063801208865,0.9954387732258787,0.14496131241648075,12.64269733428955,0.9996952128491666,0.2382501709669381,0.8564545201267163,1.6748612300532744,0.23735123261052135
cosine,5,100,False,2024-12-04 23:52:25,10,0.06786326708457628,0.10375406218109615,0.08955886105952088,0.03365357465243516,0.050493279283214315,0.20506597432777066,0.10035947982829195,0.07721604299885232,0.4187726646614005,0.2594028643982296,0.003480340304689858,0.18568952346913017,0.9907233720297035,0.9990695521701127,0.46195010624065475,0.16193174365835103,0.9955929802471079,0.9954387732258787,0.41686254757107677,0.9954387732258787,0.09255787529694427,11.734526634216309,0.9991273812768245,0.15212286123953725,0.794932292665429,2.5094063422314887,0.22751937815216097
cosine,6,0,True,2024-12-04 23:52:41,10,0.09637927641748922,0.14456909311011776,0.12302298275729105,0.05072793415194756,0.07442650731231076,0.27010637414947125,0.1404594504536764,0.10808335434161181,0.5182301183481854,0.36371915073811173,0.003885100757264187,0.06897981988173739,0.998734606833747,0.9998706531332573,0.7468324545526088,0.3053435114503817,0.9955929802471079,0.9954387732258787,0.5158663532572196,0.9954387732258787,0.2994804861178084,13.807146072387695,0.9999285286100672,0.4922090993066755,0.9353377962844974,0.9321925882694947,0.25397967755052825
cosine,6,0,False,2024-12-04 23:52:58,10,0.0682174683046026,0.10414011161487792,0.08976746771782013,0.0340376049875521,0.050980116383623104,0.20646153962854505,0.1009887840901594,0.07752269979658942,0.41894133190903216,0.26165587731733797,0.003469965649273022,0.19114690573049906,0.9901010756135891,0.9990073243388906,0.45269011830749456,0.1605676661157892,0.9955929802471079,0.9954387732258787,0.4170304454891426,0.9954387732258787,0.08878843751049921,11.657122611999512,0.9990651498436711,0.14592762761410222,0.7896887103071165,2.583157350919587,0.22684115851202957
cosine,6,5,True,2024-12-04 23:53:13,10,0.09700334523372606,0.14528955436595742,0.12353795373662799,0.05121863982804677,0.07495519898853989,0.2722346826266961,0.14136256381233214,0.10867438281836801,0.5211536839738004,0.366845418252397,0.0038452023599673084,0.0755160605832861,0.9985329775905751,0.9998504907707684,0.7220954329634585,0.29736890427848167,0.9955929802471079,0.9954387732258787,0.5187765838370271,0.9954387732258787,0.27378269580254566,13.663468360900879,0.9999083650805209,0.44997367225360335,0.9256046339544463,1.0205232790073848,0.2513714100400146
cosine,6,5,False,2024-12-04 23:53:30,10,0.06831023529079999,0.10423705066130111,0.08984006065512062,0.03407816209814827,0.051037072247758844,0.20664804410692822,0.10108364299777185,0.0776096642144707,0.41905377674078653,0.26190244161458653,0.003470028665586024,0.19114439819162762,0.990102356944764,0.9990074523957446,0.45329346029747386,0.1609873822827313,0.9955929802471079,0.9954387732258787,0.4171423774345198,0.9954387732258787,0.08888217727633861,11.657951354980469,0.9990652779079374,0.14608169296343815,0.7897448518608765,2.5831234640646383,0.22684527806100824
cosine,6,6,True,2024-12-04 23:53:46,10,0.09721699041405953,0.14538569023501138,0.12353185262709183,0.051284092090530496,0.0749912528433391,0.27238971816952595,0.14146269123187946,0.10880596035957701,0.5219126865881427,0.3671339708776947,0.0038383620769175085,0.07671598127908255,0.998494166548188,0.999846609774977,0.7175310196479631,0.2960048267359198,0.9955929802471079,0.9954387732258787,0.5195321244683233,0.9954387732258787,0.2693305115330039,13.637170791625977,0.999904483860086,0.44265631532772853,0.9238231571478513,1.0367389951552428,0.2509242420019414
cosine,6,6,False,2024-12-04 23:54:02,10,0.06828493520365521,0.10421125974354163,0.08981359704184401,0.03405688012890013,0.05100738385692205,0.20657517807111253,0.10105175720853102,0.07758346098857107,0.41913811036460236,0.2617925736435598,0.0034699111443293454,0.19115896773349725,0.9901013431963792,0.9990073509979993,0.45156213110883764,0.16075129193882637,0.9955929802471079,0.9954387732258787,0.4172263263935527,0.9954387732258787,0.08867746674371171,11.656278610229492,0.9990651765043229,0.14574524237131764,0.7896315350768777,2.5833203567061185,0.2268375953745758
cosine,6,7,True,2024-12-04 23:54:19,10,0.09717763472294554,0.1452831512574832,0.1234663480589001,0.05126141460060261,0.07495776809371887,0.2721278823470126,0.14136180349874336,0.10875590189202337,0.5212099063896776,0.36683712990815226,0.0038319941428407336,0.0778716770209615,0.9984564342137405,0.9998428366379812,0.7139109677080874,0.2941685685055481,0.9955929802471079,0.9954387732258787,0.5188325498097157,0.9954387732258787,0.2653051290221044,13.612780570983887,0.9999007105046899,0.4360404255055273,0.9221708899011183,1.0523570557231192,0.25050795270996923
cosine,6,7,False,2024-12-04 23:54:36,10,0.06825963511651045,0.10423575665331661,0.08985440771118844,0.03406355654078554,0.05102704389393325,0.20664436287731724,0.1010678304572758,0.0775823446707975,0.41908188794872514,0.2618620819517607,0.0034702025858757766,0.1911366723902617,0.9900999554959086,0.999007212347351,0.4545001442774324,0.16080375645969414,0.9955929802471079,0.9954387732258787,0.41717036042086414,0.9954387732258787,0.08908478739543284,11.659544944763184,0.9990650378456492,0.14641469143530036,0.789852806448141,2.5830190576631122,0.2268566477067062
cosine,6,8,True,2024-12-04 23:54:52,10,0.09695555618023056,0.14492502339253835,0.12313068641542659,0.05118845709180893,0.07481680240435111,0.27203742449575274,0.14113397846245654,0.10848660092029591,0.5210412391420459,0.36654747291397244,0.0038257776583135194,0.07896948184159432,0.9984190533879317,0.9998390986729646,0.7097662705595341,0.2920699876708376,0.9955929802471079,0.9954387732258787,0.5186646518916499,0.9954387732258787,0.2612462280878639,13.588093757629395,0.9998969723233088,0.4293694467084926,0.9204985305678267,1.0671927789667424,0.2501015640898626
